Teste'
 1.00000     0.00015
 0.99670     0.00172
 0.98712     0.00594
 0.97207     0.01198
 0.95206     0.01937
 0.92715     0.02765
 0.89772     0.03678
 0.86432     0.04656
 0.82759     0.05671
 0.78807     0.06706
 0.74629     0.07732
 0.70274     0.08717
 0.65790     0.09644
 0.61214     0.10502
 0.56576     0.11280
 0.51909     0.11952
 0.47245     0.12501
 0.42619     0.12912
 0.38069     0.13176
 0.33634     0.13284
 0.29355     0.13226
 0.25270     0.13000
 0.21411     0.12612
 0.17805     0.12068
 0.14476     0.11359
 0.11441     0.10476
 0.08727     0.09426
 0.06350     0.08239
 0.04328     0.06941
 0.02702     0.05550
 0.01469     0.04104
 0.00620     0.02659
 0.00130     0.01159
-0.00000    -0.00055
 0.00238    -0.01268
 0.01028    -0.02062
 0.02490    -0.02716
 0.04516    -0.03136
 0.07069    -0.03324
 0.10129    -0.03292
 0.13674    -0.03053
 0.17678    -0.02642
 0.22106    -0.02106
 0.26916    -0.01495
 0.32056    -0.00829
 0.37471    -0.00137
 0.43101     0.00538
 0.48879     0.01154
 0.54736     0.01697
 0.60593     0.02163
 0.66367     0.02532
 0.71968     0.02760
 0.77298     0.02806
 0.82260     0.02661
 0.86757     0.02358
 0.90705     0.01936
 0.94030     0.01441
 0.96658     0.00926
 0.98532     0.00464
 0.99639     0.00138
 1.00000     0.00015
