Test
 1.00000     0.00000
 0.99092     0.00661
 0.97959     0.01339
 0.96617     0.02030
 0.95082     0.02731
 0.93371     0.03439
 0.91501     0.04153
 0.89488     0.04868
 0.87349     0.05581
 0.85100     0.06291
 0.82759     0.06993
 0.80342     0.07686
 0.77865     0.08366
 0.75345     0.09030
 0.72798     0.09675
 0.70242     0.10299
 0.67693     0.10898
 0.65167     0.11470
 0.62682     0.12012
 0.60253     0.12520
 0.57897     0.12993
 0.55621     0.13428
 0.53422     0.13826
 0.51298     0.14187
 0.49246     0.14512
 0.47262     0.14800
 0.45344     0.15052
 0.43489     0.15268
 0.41694     0.15449
 0.39957     0.15594
 0.38274     0.15704
 0.36642     0.15779
 0.35059     0.15819
 0.33522     0.15826
 0.32028     0.15797
 0.30574     0.15735
 0.29157     0.15640
 0.27774     0.15511
 0.26422     0.15349
 0.25100     0.15154
 0.23803     0.14926
 0.22533     0.14668
 0.21291     0.14381
 0.20077     0.14066
 0.18892     0.13727
 0.17737     0.13363
 0.16614     0.12979
 0.15522     0.12574
 0.14464     0.12151
 0.13439     0.11712
 0.12448     0.11259
 0.11494     0.10793
 0.10575     0.10317
 0.09695     0.09831
 0.08852     0.09339
 0.08048     0.08841
 0.07285     0.08340
 0.06562     0.07838
 0.05882     0.07336
 0.05244     0.06836
 0.04648     0.06339
 0.04094     0.05849
 0.03581     0.05365
 0.03107     0.04891
 0.02672     0.04427
 0.02273     0.03975
 0.01911     0.03538
 0.01584     0.03116
 0.01291     0.02712
 0.01032     0.02327
 0.00804     0.01962
 0.00607     0.01620
 0.00439     0.01303
 0.00300     0.01011
 0.00189     0.00747
 0.00105     0.00512
 0.00046     0.00308
 0.00011     0.00137
 0.00000     0.00000
-0.00034    -0.00206
-0.00014    -0.00380
 0.00061    -0.00522
 0.00190    -0.00635
 0.00372    -0.00721
 0.00608    -0.00780
 0.00896    -0.00815
 0.01236    -0.00827
 0.01628    -0.00817
 0.02071    -0.00788
 0.02565    -0.00741
 0.03109    -0.00677
 0.03703    -0.00598
 0.04347    -0.00506
 0.05039    -0.00403
 0.05780    -0.00289
 0.06569    -0.00167
 0.07405    -0.00039
 0.08289     0.00095
 0.09219     0.00233
 0.10194     0.00373
 0.11212     0.00515
 0.12270     0.00660
 0.13365     0.00806
 0.14496     0.00954
 0.15659     0.01103
 0.16853     0.01253
 0.18073     0.01404
 0.19319     0.01555
 0.20588     0.01707
 0.21876     0.01858
 0.23182     0.02009
 0.24504     0.02159
 0.25837     0.02308
 0.27181     0.02456
 0.28532     0.02603
 0.29888     0.02748
 0.31246     0.02891
 0.32604     0.03031
 0.33961     0.03169
 0.35318     0.03304
 0.36678     0.03435
 0.38044     0.03562
 0.39418     0.03685
 0.40804     0.03804
 0.42205     0.03917
 0.43622     0.04025
 0.45060     0.04126
 0.46520     0.04221
 0.48005     0.04309
 0.49519     0.04390
 0.51064     0.04463
 0.52644     0.04528
 0.54260     0.04584
 0.55915     0.04631
 0.57613     0.04669
 0.59356     0.04697
 0.61148     0.04714
 0.62990     0.04720
 0.64880     0.04715
 0.66814     0.04694
 0.68784     0.04658
 0.70783     0.04602
 0.72806     0.04526
 0.74846     0.04426
 0.76897     0.04301
 0.78952     0.04148
 0.81004     0.03965
 0.83048     0.03750
 0.85077     0.03501
 0.87085     0.03214
 0.89065     0.02890
 0.91010     0.02524
 0.92915     0.02114
 0.94773     0.01660
 0.96577     0.01157
 0.98322     0.00605
 1.00000     0.00000
